TipoTitulo;DataVencimento;DataBase;TaxaCompraManha;TaxaVendaManha;PUCompraManha;PUVendaManha;PUBaseManha
Tesouro Prefixado com Juros Semestrais;01/07/2010;15/03/2007;11.99;12.05;970.80;969.34;968.90
Tesouro Prefixado com Juros Semestrais;01/01/2010;15/03/2007;11.98;12.04;976.54;975.26;974.82
Tesouro Prefixado com Juros Semestrais;01/01/2008;15/03/2007;12.10;12.14;1005.56;1005.29;1004.83
Tesouro Prefixado com Juros Semestrais;01/01/2017;15/03/2007;12.08;12.14;908.20;905.21;904.80
Tesouro Selic;17/03/2010;14/03/2007;0.00;0.04;3035.71;3032.08;3030.63
Tesouro Selic;18/03/2009;14/03/2007;0.00;0.03;3035.71;3033.89;3032.44
Tesouro Selic;07/03/2012;14/03/2007;0.00;0.04;3035.71;3029.69;3028.24
Tesouro Selic;16/03/2011;14/03/2007;0.00;0.04;3035.71;3030.87;3029.42
Tesouro Selic;18/06/2008;14/03/2007;-0.01;0.01;3036.09;3035.33;3033.89
Tesouro Prefixado;01/10/2007;14/03/2007;12.28;12.32;938.54;938.35;937.92
Tesouro Prefixado;01/04/2007;14/03/2007;12.73;12.76;994.31;994.29;993.82
Tesouro Prefixado;01/04/2008;14/03/2007;12.03;12.07;889.00;888.67;888.27
Tesouro Prefixado;01/07/2008;14/03/2007;11.99;12.03;864.89;864.50;864.11
Tesouro Prefixado;01/01/2009;14/03/2007;11.96;12.01;815.84;815.19;814.82
Tesouro Prefixado;01/01/2008;14/03/2007;12.11;12.15;913.27;913.01;912.59
Tesouro Prefixado;01/07/2007;14/03/2007;12.50;12.53;966.00;965.92;965.47
Tesouro IPCA+ com Juros Semestrais;15/05/2009;14/03/2007;7.93;7.97;1607.03;1605.83;1605.11
Tesouro IPCA+ com Juros Semestrais;15/05/2007;14/03/2007;7.79;7.81;1661.79;1661.74;1661.00
Tesouro IPCA+ com Juros Semestrais;15/05/2011;14/03/2007;7.78;7.82;1568.67;1566.54;1565.85
Tesouro IPCA+ com Juros Semestrais;15/05/2015;14/03/2007;7.62;7.68;1513.17;1507.83;1507.17
Tesouro IPCA+ com Juros Semestrais;15/08/2024;14/03/2007;7.39;7.47;1429.36;1418.21;1417.61
Tesouro IPCA+ com Juros Semestrais;15/05/2035;14/03/2007;7.32;7.42;1419.07;1402.60;1402.00
Tesouro IPCA+ com Juros Semestrais;15/05/2045;14/03/2007;7.20;7.30;1420.44;1402.61;1402.02
Tesouro IPCA+ com Juros Semestrais;15/08/2010;14/03/2007;7.84;7.88;1556.67;1554.87;1554.19
Tesouro IPCA+ com Juros Semestrais;15/08/2008;14/03/2007;7.88;7.90;1603.12;1602.71;1602.00
Tesouro IPCA+;15/08/2024;14/03/2007;7.30;7.38;480.81;474.63;474.43
Tesouro IPCA+;15/05/2015;14/03/2007;7.59;7.65;900.29;896.21;895.82
Tesouro IGPM+ com Juros Semestrais;01/01/2031;14/03/2007;7.37;7.47;2913.37;2884.88;2883.79
Tesouro IGPM+ com Juros Semestrais;01/04/2021;14/03/2007;7.44;7.52;1733.22;1721.52;1720.87
Tesouro IGPM+ com Juros Semestrais;01/07/2017;14/03/2007;7.53;7.61;1733.89;1724.15;1723.49
Tesouro IGPM+ com Juros Semestrais;01/03/2011;14/03/2007;7.79;7.83;1804.22;1801.83;1801.13
Tesouro IGPM+ com Juros Semestrais;01/04/2008;14/03/2007;8.09;8.11;1924.68;1924.32;1923.55
Tesouro Prefixado com Juros Semestrais;01/01/2017;14/03/2007;12.21;12.27;901.34;898.38;897.97
Tesouro Prefixado com Juros Semestrais;01/01/2014;14/03/2007;12.11;12.17;928.64;926.20;925.78
Tesouro Prefixado com Juros Semestrais;01/01/2012;14/03/2007;12.06;12.12;950.32;948.38;947.95
Tesouro Prefixado com Juros Semestrais;01/07/2010;14/03/2007;12.07;12.13;968.41;966.95;966.51
Tesouro Prefixado com Juros Semestrais;01/01/2008;14/03/2007;12.12;12.16;1004.97;1004.69;1004.24
Tesouro Prefixado com Juros Semestrais;01/01/2010;14/03/2007;11.97;12.03;976.32;975.04;974.60
Tesouro Selic;18/06/2008;13/03/2007;-0.01;0.01;3034.65;3033.89;3032.45
Tesouro Selic;18/03/2009;13/03/2007;0.00;0.03;3034.27;3032.44;3031.00
Tesouro Selic;17/03/2010;13/03/2007;0.00;0.04;3034.27;3030.64;3029.19
Tesouro Selic;16/03/2011;13/03/2007;0.00;0.04;3034.27;3029.43;3027.99
Tesouro Selic;07/03/2012;13/03/2007;0.00;0.04;3034.27;3028.25;3026.80
Tesouro Prefixado;01/01/2009;13/03/2007;11.86;11.91;816.79;816.13;815.77
Tesouro Prefixado;01/07/2008;13/03/2007;11.93;11.97;865.10;864.70;864.31
Tesouro Prefixado;01/04/2008;13/03/2007;12.00;12.04;888.85;888.52;888.12
Tesouro Prefixado;01/01/2008;13/03/2007;12.10;12.14;912.92;912.66;912.24
Tesouro Prefixado;01/04/2007;13/03/2007;12.72;12.75;993.84;993.82;993.35
Tesouro Prefixado;01/07/2007;13/03/2007;12.48;12.51;965.60;965.52;965.07
Tesouro Prefixado;01/10/2007;13/03/2007;12.28;12.32;938.11;937.92;937.49
Tesouro IPCA+ com Juros Semestrais;15/08/2024;13/03/2007;7.39;7.47;1428.73;1417.58;1416.96
Tesouro IPCA+ com Juros Semestrais;15/05/2015;13/03/2007;7.58;7.64;1516.07;1510.71;1510.03
Tesouro IPCA+ com Juros Semestrais;15/05/2045;13/03/2007;7.22;7.32;1416.23;1398.48;1397.87
Tesouro IPCA+ com Juros Semestrais;15/05/2035;13/03/2007;7.32;7.42;1418.45;1401.98;1401.36
Tesouro IPCA+ com Juros Semestrais;15/05/2007;13/03/2007;7.50;7.52;1661.77;1661.72;1660.99
Tesouro IPCA+ com Juros Semestrais;15/08/2008;13/03/2007;7.98;8.00;1600.35;1599.94;1599.20
Tesouro IPCA+ com Juros Semestrais;15/05/2009;13/03/2007;7.87;7.91;1608.10;1606.89;1606.15
Tesouro IPCA+ com Juros Semestrais;15/08/2010;13/03/2007;7.76;7.80;1559.56;1557.76;1557.05
Tesouro IPCA+ com Juros Semestrais;15/05/2011;13/03/2007;7.74;7.78;1570.08;1567.95;1567.24
Tesouro IPCA+;15/08/2024;13/03/2007;7.31;7.39;479.82;473.65;473.45
Tesouro IPCA+;15/05/2015;13/03/2007;7.55;7.61;902.62;898.52;898.12
Tesouro IGPM+ com Juros Semestrais;01/04/2008;13/03/2007;8.09;8.11;1923.91;1923.55;1922.78
Tesouro IGPM+ com Juros Semestrais;01/03/2011;13/03/2007;7.74;7.78;1806.50;1804.11;1803.41
Tesouro IGPM+ com Juros Semestrais;01/07/2017;13/03/2007;7.50;7.58;1736.90;1727.14;1726.48
Tesouro IGPM+ com Juros Semestrais;01/04/2021;13/03/2007;7.43;7.51;1734.04;1722.33;1721.68
Tesouro IGPM+ com Juros Semestrais;01/01/2031;13/03/2007;7.37;7.47;2912.29;2883.79;2882.71
Tesouro Prefixado com Juros Semestrais;01/01/2014;13/03/2007;12.04;12.10;931.08;928.63;928.21
Tesouro Prefixado com Juros Semestrais;01/01/2012;13/03/2007;11.99;12.05;952.16;950.22;949.79
Tesouro IGPM+ com Juros Semestrais;01/03/2011;03/11/2006;8.78;8.82;1718.07;1715.68;1714.43
Tesouro IGPM+ com Juros Semestrais;01/04/2008;03/11/2006;9.47;9.49;1806.90;1806.46;1805.11
Tesouro IGPM+ com Juros Semestrais;01/12/2006;03/11/2006;11.33;11.35;2008.95;2008.93;2007.29
Tesouro IGPM+ com Juros Semestrais;01/07/2017;03/11/2006;8.38;8.46;1613.73;1604.75;1603.61
Tesouro IGPM+ com Juros Semestrais;01/04/2021;03/11/2006;8.20;8.28;1552.62;1542.03;1540.94
Tesouro IGPM+ com Juros Semestrais;01/01/2031;03/11/2006;8.08;8.18;2706.01;2680.86;2678.98
Tesouro Prefixado com Juros Semestrais;01/01/2008;03/11/2006;13.00;13.04;1005.12;1004.74;1004.25
Tesouro Prefixado com Juros Semestrais;01/01/2010;03/11/2006;13.43;13.49;952.96;951.62;951.14
Tesouro Prefixado com Juros Semestrais;01/01/2012;03/11/2006;13.67;13.73;908.63;906.75;906.28
Tesouro Prefixado com Juros Semestrais;01/01/2014;03/11/2006;13.75;13.81;874.96;872.69;872.25
Tesouro Selic;17/01/2007;01/11/2006;-0.02;0.00;2905.98;2905.86;2904.38
Tesouro Selic;18/03/2009;01/11/2006;0.00;0.03;2905.86;2903.81;2902.32
Tesouro Selic;17/03/2010;01/11/2006;0.00;0.04;2905.86;2901.98;2900.49
Tesouro Selic;16/03/2011;01/11/2006;0.00;0.04;2905.86;2900.82;2899.33
Tesouro Selic;07/03/2012;01/11/2006;0.00;0.04;2905.86;2899.69;2898.20
Tesouro Selic;18/06/2008;01/11/2006;-0.01;0.01;2906.32;2905.40;2903.91
Tesouro Prefixado;01/01/2007;01/11/2006;13.51;13.54;980.57;980.53;980.04
Tesouro Prefixado;01/07/2007;01/11/2006;13.12;13.16;923.35;923.14;922.69
Tesouro Prefixado;01/10/2007;01/11/2006;13.08;13.12;895.18;894.89;894.45
Tesouro Prefixado;01/01/2008;01/11/2006;13.08;13.12;868.51;868.15;867.73
Tesouro Prefixado;01/04/2008;01/11/2006;13.11;13.15;842.73;842.32;841.91
Tesouro Prefixado;01/07/2008;01/11/2006;13.17;13.22;816.87;816.28;815.87
Tesouro Prefixado;01/01/2009;01/11/2006;13.27;13.33;764.53;763.65;763.28
Tesouro Prefixado;01/04/2007;01/11/2006;13.25;13.28;951.35;951.25;950.78
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/11/2006;8.00;8.10;1302.28;1288.05;1287.40
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/11/2006;7.90;8.00;1293.68;1278.69;1278.04
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/11/2006;8.10;8.18;1321.67;1311.69;1311.02
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/11/2006;8.60;8.66;1410.41;1405.42;1404.68
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/11/2006;8.88;8.92;1487.99;1485.88;1485.08
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/11/2006;8.87;8.91;1486.70;1484.86;1484.06
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/11/2006;8.87;8.91;1552.37;1551.06;1550.23
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/11/2006;8.90;8.92;1554.47;1553.99;1553.16
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/11/2006;8.92;8.94;1628.15;1628.00;1627.13
Tesouro IPCA+;15/05/2015;01/11/2006;8.55;8.61;798.96;795.21;794.79
Tesouro IPCA+;15/08/2024;01/11/2006;7.89;7.97;417.96;412.51;412.30
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/11/2006;8.88;8.92;1710.85;1708.47;1707.45
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/11/2006;9.48;9.50;1805.33;1804.88;1803.77
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/11/2006;11.33;11.35;2007.32;2007.29;2005.91
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/11/2006;8.40;8.48;1610.34;1601.38;1600.45
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/11/2006;8.09;8.19;2701.59;2676.48;2674.95
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/11/2006;8.20;8.28;1551.53;1540.94;1540.06
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/11/2006;13.08;13.12;1003.87;1003.48;1002.99
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/11/2006;13.75;13.81;905.66;903.78;903.32
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/11/2006;13.53;13.59;950.25;948.91;948.43
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/11/2006;13.81;13.87;872.25;869.99;869.54
Tesouro Selic;18/06/2008;31/10/2006;-0.01;0.01;2904.85;2903.92;2902.43
Tesouro Selic;18/03/2009;31/10/2006;0.00;0.03;2904.38;2902.33;2900.84
Tesouro Selic;16/03/2011;31/10/2006;0.00;0.04;2904.38;2899.34;2897.86
Tesouro Selic;17/03/2010;31/10/2006;0.00;0.04;2904.38;2900.50;2899.01
Tesouro Selic;17/01/2007;31/10/2006;-0.02;0.00;2904.50;2904.38;2902.90
Tesouro Prefixado;01/04/2008;31/10/2006;13.14;13.18;842.01;841.60;841.18
Tesouro Prefixado;01/07/2008;31/10/2006;13.23;13.28;815.76;815.17;814.76
Tesouro Prefixado;01/01/2008;31/10/2006;13.11;13.15;867.82;867.47;867.04
Tesouro Prefixado;01/10/2007;31/10/2006;13.11;13.15;894.52;894.24;893.80
Tesouro Prefixado;01/07/2007;31/10/2006;13.13;13.17;922.85;922.63;922.18
Tesouro Prefixado;01/01/2009;31/10/2006;13.35;13.41;762.98;762.11;761.73
Tesouro Prefixado;01/01/2007;31/10/2006;13.51;13.54;980.08;980.04;979.55
Tesouro Prefixado;01/04/2007;31/10/2006;13.25;13.28;950.88;950.78;950.31
Tesouro IPCA+ com Juros Semestrais;15/05/2009;31/10/2006;8.90;8.94;1550.55;1549.24;1548.56
Tesouro IPCA+ com Juros Semestrais;15/08/2008;31/10/2006;8.93;8.95;1552.92;1552.44;1551.75
Tesouro IPCA+ com Juros Semestrais;15/05/2007;31/10/2006;8.95;8.97;1627.05;1626.90;1626.18
Tesouro IPCA+ com Juros Semestrais;15/08/2010;31/10/2006;8.89;8.93;1484.98;1483.14;1482.49
Tesouro IPCA+ com Juros Semestrais;15/05/2045;31/10/2006;7.90;8.00;1293.03;1278.04;1277.53
Tesouro IPCA+ com Juros Semestrais;15/05/2035;31/10/2006;8.01;8.11;1300.19;1285.99;1285.46
Tesouro IPCA+ com Juros Semestrais;15/08/2024;31/10/2006;8.10;8.18;1321.00;1311.02;1310.48
Tesouro IPCA+ com Juros Semestrais;15/05/2015;31/10/2006;8.60;8.66;1409.67;1404.68;1404.08
Tesouro IPCA+ com Juros Semestrais;15/05/2011;31/10/2006;8.90;8.94;1486.14;1484.03;1483.37
Tesouro IPCA+;15/05/2015;31/10/2006;8.55;8.61;798.54;794.79;794.46
Tesouro IPCA+;15/08/2024;31/10/2006;7.89;7.97;417.75;412.30;412.14
Tesouro IGPM+ com Juros Semestrais;01/03/2011;31/10/2006;8.90;8.94;1708.64;1706.26;1705.46
Tesouro IGPM+ com Juros Semestrais;01/04/2008;31/10/2006;9.52;9.54;1803.32;1802.88;1801.99
Tesouro IGPM+ com Juros Semestrais;01/12/2006;31/10/2006;11.33;11.35;2005.94;2005.91;2004.80
Tesouro IGPM+ com Juros Semestrais;01/07/2017;31/10/2006;8.40;8.48;1609.41;1600.45;1599.72
Tesouro IGPM+ com Juros Semestrais;01/04/2021;31/10/2006;8.20;8.28;1550.65;1540.06;1539.37
Tesouro IGPM+ com Juros Semestrais;01/01/2031;31/10/2006;8.09;8.19;2700.06;2674.95;2673.77
Tesouro Prefixado com Juros Semestrais;01/01/2008;31/10/2006;13.12;13.16;1002.99;1002.61;1002.12
Tesouro Prefixado com Juros Semestrais;01/01/2010;31/10/2006;13.61;13.67;947.98;946.64;946.16
Tesouro Prefixado com Juros Semestrais;01/01/2012;31/10/2006;13.80;13.86;903.63;901.76;901.30
Tesouro Prefixado com Juros Semestrais;01/01/2014;31/10/2006;13.85;13.91;870.29;868.04;867.60
Tesouro Selic;18/06/2008;30/10/2006;-0.01;0.01;2903.37;2902.44;2900.95
Tesouro Selic;17/01/2007;30/10/2006;-0.02;0.00;2903.03;2902.91;2901.42
Tesouro Selic;16/03/2011;30/10/2006;0.00;0.04;2902.91;2897.86;2896.38
Tesouro Selic;17/03/2010;30/10/2006;0.00;0.04;2902.91;2899.01;2897.53
Tesouro Selic;18/03/2009;30/10/2006;0.00;0.03;2902.91;2900.85;2899.36
Tesouro Prefixado;01/04/2008;30/10/2006;13.14;13.18;841.60;841.18;840.77
Tesouro Prefixado;01/07/2008;30/10/2006;13.21;13.26;815.59;815.00;814.60
Tesouro Prefixado;01/01/2008;30/10/2006;13.12;13.16;867.31;866.95;866.53
Tesouro Prefixado;01/10/2007;30/10/2006;13.13;13.17;893.94;893.66;893.22
Tesouro Prefixado;01/07/2007;30/10/2006;13.17;13.21;922.18;921.97;921.51
Tesouro Prefixado;01/01/2009;30/10/2006;13.30;13.36;763.33;762.46;762.08
Tesouro Prefixado;01/01/2007;30/10/2006;13.52;13.55;979.57;979.53;979.04
Tesouro Prefixado;01/04/2007;30/10/2006;13.28;13.31;950.31;950.20;949.73
Tesouro IPCA+ com Juros Semestrais;15/05/2035;30/10/2006;8.02;8.12;1298.23;1284.06;1283.53
Tesouro IPCA+ com Juros Semestrais;15/05/2045;30/10/2006;7.91;8.01;1291.00;1276.04;1275.53
Tesouro IPCA+ com Juros Semestrais;15/08/2024;30/10/2006;8.10;8.18;1320.46;1310.48;1309.94
Tesouro IPCA+ com Juros Semestrais;15/05/2015;30/10/2006;8.61;8.67;1408.23;1403.25;1402.64
Tesouro IPCA+ com Juros Semestrais;15/05/2011;30/10/2006;8.91;8.95;1484.96;1482.85;1482.19
Tesouro Prefixado;01/04/2007;16/01/2007;12.87;12.90;975.79;975.74;975.27
Tesouro Prefixado;01/10/2007;16/01/2007;12.61;12.65;919.96;919.73;919.30
Tesouro Prefixado;01/01/2008;16/01/2007;12.54;12.58;894.00;893.70;893.28
Tesouro Prefixado;01/04/2008;16/01/2007;12.56;12.60;868.61;868.24;867.84
Tesouro Prefixado;01/07/2008;16/01/2007;12.57;12.61;843.58;843.15;842.76
Tesouro Prefixado;01/01/2009;16/01/2007;12.56;12.61;793.36;792.67;792.30
Tesouro Prefixado;01/07/2007;16/01/2007;12.68;12.71;947.87;947.76;947.31
Tesouro IPCA+ com Juros Semestrais;15/05/2045;16/01/2007;7.45;7.55;1349.86;1333.14;1332.56
Tesouro IPCA+ com Juros Semestrais;15/08/2024;16/01/2007;7.66;7.74;1412.39;1401.72;1401.10
Tesouro IPCA+ com Juros Semestrais;15/05/2035;16/01/2007;7.51;7.61;1360.96;1345.19;1344.61
Tesouro IPCA+ com Juros Semestrais;15/05/2015;16/01/2007;7.92;7.98;1456.85;1451.61;1450.96
Tesouro IPCA+ com Juros Semestrais;15/05/2011;16/01/2007;8.04;8.08;1523.44;1521.30;1520.61
Tesouro IPCA+ com Juros Semestrais;15/08/2010;16/01/2007;8.06;8.10;1563.04;1561.21;1560.50
Tesouro IPCA+ com Juros Semestrais;15/05/2009;16/01/2007;8.06;8.10;1570.62;1569.36;1568.64
Tesouro IPCA+ com Juros Semestrais;15/08/2008;16/01/2007;8.01;8.03;1615.72;1615.27;1614.55
Tesouro IPCA+ com Juros Semestrais;15/05/2007;16/01/2007;7.26;7.28;1631.26;1631.17;1630.48
Tesouro IPCA+;15/05/2015;16/01/2007;7.90;7.96;861.79;857.82;857.44
Tesouro IPCA+;15/08/2024;16/01/2007;7.56;7.64;452.00;446.15;445.96
Tesouro IGPM+ com Juros Semestrais;01/07/2017;16/01/2007;7.82;7.90;1667.48;1658.00;1657.30
Tesouro IGPM+ com Juros Semestrais;01/03/2011;16/01/2007;8.05;8.09;1810.69;1808.27;1807.50
Tesouro IGPM+ com Juros Semestrais;01/04/2008;16/01/2007;8.01;8.03;1889.91;1889.51;1888.71
Tesouro IGPM+ com Juros Semestrais;01/04/2021;16/01/2007;7.71;7.79;1663.08;1651.77;1651.08
Tesouro IGPM+ com Juros Semestrais;01/01/2031;16/01/2007;7.60;7.70;2796.65;2769.28;2768.14
Tesouro Prefixado com Juros Semestrais;01/01/2008;16/01/2007;12.55;12.59;983.84;983.52;983.06
Tesouro Prefixado com Juros Semestrais;01/01/2010;16/01/2007;12.63;12.69;944.78;943.47;943.03
Tesouro Prefixado com Juros Semestrais;01/01/2012;16/01/2007;12.73;12.79;911.90;909.98;909.54
Tesouro Prefixado com Juros Semestrais;01/01/2014;16/01/2007;12.77;12.83;885.68;883.31;882.89
Tesouro Selic;07/03/2012;15/01/2007;0.00;0.04;2977.61;2971.52;2970.04
Tesouro Selic;16/03/2011;15/01/2007;0.00;0.04;2977.61;2972.68;2971.21
Tesouro Selic;17/03/2010;15/01/2007;0.00;0.04;2977.61;2973.86;2972.39
Tesouro Selic;17/01/2007;15/01/2007;-0.01;0.00;2977.61;2977.61;2976.14
Tesouro Selic;18/06/2008;15/01/2007;-0.01;0.01;2978.03;2977.19;2975.72
Tesouro Selic;18/03/2009;15/01/2007;0.00;0.03;2977.61;2975.68;2974.21
Tesouro Prefixado;01/07/2008;15/01/2007;12.49;12.53;844.05;843.62;843.22
Tesouro Prefixado;01/04/2008;15/01/2007;12.50;12.54;868.76;868.39;867.98
Tesouro Prefixado;01/01/2008;15/01/2007;12.49;12.53;893.96;893.66;893.24
Tesouro Prefixado;01/10/2007;15/01/2007;12.59;12.63;919.65;919.42;918.98
Tesouro Prefixado;01/07/2007;15/01/2007;12.66;12.69;947.50;947.38;946.93
Tesouro Prefixado;01/01/2009;15/01/2007;12.49;12.54;793.96;793.27;792.90
Tesouro Prefixado;01/04/2007;15/01/2007;12.87;12.90;975.32;975.27;974.80
Tesouro IPCA+ com Juros Semestrais;15/05/2009;15/01/2007;8.02;8.06;1571.17;1569.91;1569.20
Tesouro IPCA+ com Juros Semestrais;15/08/2008;15/01/2007;7.99;8.01;1615.43;1614.99;1614.26
Tesouro IPCA+ com Juros Semestrais;15/05/2007;15/01/2007;7.26;7.28;1630.57;1630.48;1629.78
Tesouro IPCA+ com Juros Semestrais;15/08/2010;15/01/2007;8.02;8.06;1564.17;1562.33;1561.63
Tesouro IPCA+ com Juros Semestrais;15/05/2045;15/01/2007;7.44;7.54;1350.97;1334.22;1333.64
Tesouro IPCA+ com Juros Semestrais;15/05/2035;15/01/2007;7.51;7.61;1360.37;1344.61;1344.02
Tesouro IPCA+ com Juros Semestrais;15/08/2024;15/01/2007;7.66;7.74;1411.78;1401.10;1400.49
Tesouro IPCA+ com Juros Semestrais;15/05/2015;15/01/2007;7.90;7.96;1457.95;1452.70;1452.05
Tesouro IPCA+ com Juros Semestrais;15/05/2011;15/01/2007;8.01;8.05;1524.37;1522.22;1521.53
Tesouro IPCA+;15/05/2015;15/01/2007;7.88;7.94;862.73;858.76;858.37
Tesouro IPCA+;15/08/2024;15/01/2007;7.57;7.65;451.07;445.23;445.04
Tesouro IGPM+ com Juros Semestrais;01/04/2021;15/01/2007;7.71;7.79;1662.39;1651.08;1650.39
Tesouro IGPM+ com Juros Semestrais;01/01/2031;15/01/2007;7.60;7.70;2795.50;2768.14;2767.00
Tesouro IGPM+ com Juros Semestrais;01/04/2008;15/01/2007;8.00;8.02;1889.31;1888.91;1888.10
Tesouro IGPM+ com Juros Semestrais;01/03/2011;15/01/2007;8.01;8.05;1812.33;1809.91;1809.14
Tesouro IGPM+ com Juros Semestrais;01/07/2017;15/01/2007;7.80;7.88;1669.17;1659.66;1658.97
Tesouro Prefixado com Juros Semestrais;01/01/2008;15/01/2007;12.50;12.54;983.79;983.46;983.00
Tesouro Prefixado com Juros Semestrais;01/01/2010;15/01/2007;12.58;12.64;945.43;944.12;943.67
Tesouro Prefixado com Juros Semestrais;01/01/2014;15/01/2007;12.71;12.77;887.64;885.26;884.84
Tesouro Prefixado com Juros Semestrais;01/01/2012;15/01/2007;12.66;12.72;913.71;911.79;911.35
Tesouro Selic;18/03/2009;12/01/2007;0.00;0.03;2976.15;2974.22;2972.74
Tesouro Selic;18/06/2008;12/01/2007;-0.01;0.01;2976.57;2975.73;2974.26
Tesouro Selic;16/03/2011;12/01/2007;0.00;0.04;2976.15;2971.21;2969.74
Tesouro Selic;07/03/2012;12/01/2007;0.00;0.04;2976.15;2970.05;2968.58
Tesouro Selic;17/03/2010;12/01/2007;0.00;0.04;2976.15;2972.40;2970.92
Tesouro Selic;17/01/2007;12/01/2007;-0.01;0.00;2976.15;2976.15;2974.68
Tesouro Prefixado;01/10/2007;12/01/2007;12.57;12.61;919.33;919.10;918.66
Tesouro Prefixado;01/04/2007;12/01/2007;12.87;12.90;974.85;974.80;974.33
Tesouro Prefixado;01/04/2008;12/01/2007;12.46;12.50;868.72;868.35;867.95
Tesouro Prefixado;01/07/2008;12/01/2007;12.46;12.50;843.98;843.55;843.16
Tesouro Prefixado;01/01/2009;12/01/2007;12.45;12.50;794.14;793.45;793.08
Tesouro Prefixado;01/01/2008;12/01/2007;12.48;12.52;893.62;893.31;892.90
Tesouro Prefixado;01/07/2007;12/01/2007;12.67;12.70;947.01;946.90;946.45
Tesouro IPCA+ com Juros Semestrais;15/05/2009;12/01/2007;7.97;8.01;1572.05;1570.78;1569.57
Tesouro IPCA+ com Juros Semestrais;15/05/2007;12/01/2007;7.29;7.31;1629.74;1629.64;1628.43
Tesouro IPCA+ com Juros Semestrais;15/05/2011;12/01/2007;7.97;8.01;1525.83;1523.68;1522.51
Tesouro IPCA+ com Juros Semestrais;15/05/2015;12/01/2007;7.85;7.91;1461.69;1456.42;1455.31
Tesouro IPCA+ com Juros Semestrais;15/08/2024;12/01/2007;7.65;7.73;1412.50;1401.81;1400.75
Tesouro IPCA+ com Juros Semestrais;15/05/2035;12/01/2007;7.49;7.59;1362.97;1347.15;1346.13
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/01/2007;7.41;7.51;1355.49;1338.63;1337.62
Tesouro IPCA+ com Juros Semestrais;15/08/2010;12/01/2007;7.97;8.01;1565.77;1563.92;1562.72
Tesouro IPCA+ com Juros Semestrais;15/08/2008;12/01/2007;7.99;8.01;1614.71;1614.26;1613.02
Tesouro IPCA+;15/08/2024;12/01/2007;7.57;7.65;450.87;445.04;444.70
Tesouro IPCA+;15/05/2015;12/01/2007;7.83;7.89;865.68;861.69;861.03
Tesouro IGPM+ com Juros Semestrais;01/07/2017;12/01/2007;7.77;7.85;1672.06;1662.52;1661.43
Tesouro IGPM+ com Juros Semestrais;01/03/2011;12/01/2007;7.97;8.01;1813.99;1811.56;1810.36
Tesouro IGPM+ com Juros Semestrais;01/04/2021;12/01/2007;7.69;7.77;1664.54;1653.21;1652.13
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/01/2007;7.58;7.68;2799.88;2772.43;2770.63
Tesouro IGPM+ com Juros Semestrais;01/04/2008;12/01/2007;8.00;8.02;1888.51;1888.10;1886.85
Tesouro Prefixado com Juros Semestrais;01/01/2014;12/01/2007;12.63;12.69;890.41;888.01;887.59
Tesouro Prefixado com Juros Semestrais;01/01/2012;12/01/2007;12.58;12.64;915.86;913.92;913.49
Tesouro Prefixado com Juros Semestrais;01/01/2010;12/01/2007;12.51;12.57;946.53;945.21;944.77
Tesouro Prefixado com Juros Semestrais;01/01/2008;12/01/2007;12.48;12.52;983.49;983.17;982.71
Tesouro Selic;17/01/2007;11/01/2007;-0.01;0.00;2974.69;2974.69;2973.22
Tesouro Selic;18/03/2009;11/01/2007;0.00;0.03;2974.69;2972.75;2971.28
Tesouro Selic;17/03/2010;11/01/2007;0.00;0.04;2974.69;2970.93;2969.46
Tesouro Selic;16/03/2011;11/01/2007;0.00;0.04;2974.69;2969.75;2968.28
Tesouro Prefixado;01/07/2007;14/05/2007;12.22;12.25;985.01;984.97;984.52
Tesouro IPCA+ com Juros Semestrais;15/05/2009;14/05/2007;7.09;7.13;1612.50;1611.35;1659.37
Tesouro IPCA+ com Juros Semestrais;15/08/2010;14/05/2007;6.81;6.85;1631.27;1629.47;1628.91
Tesouro IPCA+ com Juros Semestrais;15/05/2011;14/05/2007;6.64;6.68;1609.64;1607.46;1655.51
Tesouro IPCA+ com Juros Semestrais;15/08/2008;14/05/2007;7.57;7.59;1638.79;1638.42;1637.81
