TipoTitulo;DataVencimento;DataBase;TaxaCompraManha;TaxaVendaManha;PUCompraManha;PUVendaManha;PUBaseManha
Tesouro Prefixado com Juros Semestrais;01/01/2008;20/01/2005;17.78;17.88;844.65;842.82;842.27
Tesouro Selic;16/02/2005;19/01/2005;0.01;0.03;2181.08;2181.05;2179.63
Tesouro Selic;18/01/2006;19/01/2005;0.12;0.14;2178.50;2178.07;2176.64
Tesouro Selic;17/01/2007;19/01/2005;0.19;0.23;2172.93;2171.21;2169.79
Tesouro Selic;18/06/2008;19/01/2005;0.28;0.36;2160.60;2154.79;2153.36
Tesouro Selic;18/03/2009;19/01/2005;0.33;0.41;2151.58;2144.50;2143.08
Tesouro Prefixado;01/04/2005;19/01/2005;18.65;18.69;967.95;967.88;967.23
Tesouro Prefixado;01/07/2005;19/01/2005;18.96;19.00;926.37;926.23;925.60
Tesouro Prefixado;01/10/2005;19/01/2005;18.94;19.00;885.91;885.59;884.98
Tesouro Prefixado;01/01/2006;19/01/2005;18.71;18.77;850.45;850.04;849.46
Tesouro Prefixado;01/07/2006;19/01/2005;18.31;18.39;785.42;784.66;784.13
Tesouro IPCA+ com Juros Semestrais;15/08/2006;19/01/2005;8.81;8.83;1468.20;1467.80;1466.99
Tesouro IPCA+ com Juros Semestrais;15/05/2009;19/01/2005;8.84;8.88;1361.75;1359.86;1359.11
Tesouro IPCA+ com Juros Semestrais;15/05/2045;19/01/2005;9.03;9.13;1030.46;1019.52;1018.95
Tesouro IPCA+ com Juros Semestrais;15/08/2024;19/01/2005;8.87;8.95;1144.62;1136.12;1135.49
Tesouro IPCA+ com Juros Semestrais;15/05/2015;19/01/2005;8.81;8.89;1234.52;1227.79;1227.11
Tesouro IGPM+ com Juros Semestrais;01/07/2005;19/01/2005;11.03;11.05;1777.76;1777.62;1776.53
Tesouro IGPM+ com Juros Semestrais;01/12/2005;19/01/2005;10.20;10.22;1764.56;1764.29;1763.26
Tesouro IGPM+ com Juros Semestrais;01/12/2006;19/01/2005;9.42;9.44;1808.85;1808.27;1807.27
Tesouro IGPM+ com Juros Semestrais;01/04/2008;19/01/2005;9.06;9.10;1698.42;1696.63;1695.71
Tesouro IGPM+ com Juros Semestrais;01/03/2011;19/01/2005;8.38;8.44;1656.06;1651.48;1650.62
Tesouro IGPM+ com Juros Semestrais;01/01/2031;19/01/2005;8.25;8.35;2524.81;2500.41;2499.12
Tesouro IGPM+ com Juros Semestrais;01/04/2021;19/01/2005;8.26;8.34;1492.31;1481.67;1480.91
Tesouro IPCA+ com Juros Semestrais;15/08/2012;17/08/2007;8.00;8.04;1530.11;1527.65;1526.78
Tesouro IPCA+ com Juros Semestrais;15/08/2010;17/08/2007;7.99;8.03;1576.88;1575.26;1574.37
Tesouro IPCA+ com Juros Semestrais;15/05/2011;17/08/2007;8.03;8.07;1581.93;1579.99;1579.09
Tesouro IPCA+;15/08/2024;17/08/2007;7.02;7.10;525.73;519.13;518.85
Tesouro IPCA+;15/05/2015;17/08/2007;7.93;7.99;920.24;916.30;915.78
Tesouro IGPM+ com Juros Semestrais;01/03/2011;17/08/2007;8.02;8.06;1871.60;1869.44;1868.13
Tesouro Prefixado;01/04/2008;11/12/2007;11.27;11.30;969.12;969.05;968.63
Tesouro Prefixado;01/01/2010;11/12/2007;12.55;12.61;784.62;783.76;783.39
Tesouro Prefixado;01/01/2008;11/12/2007;11.13;11.16;994.57;994.55;994.13
Tesouro IPCA+ com Juros Semestrais;15/08/2012;11/12/2007;7.52;7.56;1615.48;1613.05;1612.38
Tesouro IPCA+ com Juros Semestrais;15/05/2011;11/12/2007;7.51;7.55;1614.70;1612.84;1612.17
Tesouro IPCA+ com Juros Semestrais;15/08/2010;11/12/2007;7.46;7.50;1654.97;1653.45;1652.77
Tesouro IPCA+ com Juros Semestrais;15/05/2009;11/12/2007;6.72;6.74;1671.25;1670.82;1670.18
Tesouro IPCA+ com Juros Semestrais;15/08/2008;11/12/2007;6.18;6.20;1709.36;1709.15;1708.52
Tesouro IPCA+ com Juros Semestrais;15/05/2015;11/12/2007;7.52;7.58;1548.72;1543.54;1542.90
Tesouro IPCA+ com Juros Semestrais;15/05/2045;11/12/2007;6.60;6.70;1554.07;1533.09;1532.50
Tesouro IPCA+ com Juros Semestrais;15/05/2035;11/12/2007;6.78;6.88;1531.57;1512.90;1512.31
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/12/2007;6.99;7.07;1555.66;1543.79;1543.18
Tesouro IPCA+ com Juros Semestrais;15/05/2017;11/12/2007;7.43;7.49;1532.26;1526.13;1525.50
Tesouro IPCA+;15/08/2024;11/12/2007;6.82;6.90;560.79;553.86;553.64
Tesouro IPCA+;15/05/2015;11/12/2007;7.54;7.60;979.97;975.93;975.52
Tesouro IGPM+ com Juros Semestrais;01/01/2031;11/12/2007;6.91;7.01;3251.07;3219.40;3217.88
Tesouro IGPM+ com Juros Semestrais;01/04/2021;11/12/2007;7.13;7.21;1847.53;1835.13;1834.25
Tesouro IGPM+ com Juros Semestrais;01/07/2017;11/12/2007;7.42;7.48;1876.88;1869.48;1868.56
Tesouro IGPM+ com Juros Semestrais;01/03/2011;11/12/2007;7.50;7.54;1961.08;1958.96;1958.00
Tesouro IGPM+ com Juros Semestrais;01/04/2008;11/12/2007;4.73;4.75;2040.57;2040.46;2039.67
Tesouro Prefixado com Juros Semestrais;01/01/2011;11/12/2007;12.83;12.89;977.70;976.36;975.89
Tesouro Prefixado com Juros Semestrais;01/01/2012;11/12/2007;12.85;12.91;960.52;958.87;958.40
Tesouro Prefixado com Juros Semestrais;01/01/2013;11/12/2007;12.94;13.00;942.78;940.85;940.40
Tesouro Prefixado com Juros Semestrais;01/01/2014;11/12/2007;12.99;13.05;927.00;924.84;924.39
Tesouro Prefixado com Juros Semestrais;01/07/2010;11/12/2007;12.73;12.79;989.61;988.45;987.98
Tesouro Prefixado com Juros Semestrais;01/01/2010;11/12/2007;12.56;12.62;1000.78;999.81;999.34
Tesouro Prefixado com Juros Semestrais;01/01/2017;11/12/2007;13.10;13.16;889.56;886.91;886.47
Tesouro Prefixado com Juros Semestrais;01/01/2008;11/12/2007;11.14;11.17;1043.10;1043.09;1042.65
Tesouro Selic;07/03/2012;10/12/2007;-0.01;0.03;3296.83;3291.26;3289.86
Tesouro Selic;07/03/2013;10/12/2007;-0.01;0.03;3297.15;3290.28;3288.89
Tesouro Selic;18/06/2008;10/12/2007;-0.02;0.00;3295.77;3295.44;3294.04
Tesouro Selic;18/03/2009;10/12/2007;-0.02;0.00;3296.27;3295.44;3294.04
Tesouro Selic;17/03/2010;10/12/2007;-0.01;0.02;3296.18;3293.95;3292.56
Tesouro Selic;16/03/2011;10/12/2007;-0.01;0.03;3296.51;3292.22;3290.83
Tesouro Prefixado;01/10/2009;10/12/2007;12.33;12.38;810.63;809.98;809.61
Tesouro Prefixado;01/07/2009;10/12/2007;12.10;12.15;837.97;837.39;837.01
Tesouro Prefixado;01/01/2009;10/12/2007;11.70;11.74;888.98;888.64;888.25
Tesouro Prefixado;01/10/2008;10/12/2007;11.55;11.59;915.71;915.45;915.05
Tesouro Prefixado;01/07/2008;10/12/2007;11.39;11.43;943.04;942.86;942.45
Tesouro Prefixado;01/04/2008;10/12/2007;11.25;11.28;968.76;968.69;968.28
Tesouro Prefixado;01/01/2010;10/12/2007;12.41;12.47;786.26;785.40;785.03
Tesouro Prefixado;01/01/2008;10/12/2007;11.14;11.17;994.14;994.13;993.71
Tesouro IPCA+ com Juros Semestrais;15/08/2012;10/12/2007;7.48;7.52;1617.24;1614.81;1614.14
Tesouro IPCA+ com Juros Semestrais;15/05/2011;10/12/2007;7.47;7.51;1615.91;1614.04;1613.37
Tesouro IPCA+ com Juros Semestrais;15/08/2010;10/12/2007;7.42;7.46;1655.80;1654.29;1653.60
Tesouro IPCA+ com Juros Semestrais;15/05/2009;10/12/2007;6.73;6.75;1670.40;1669.96;1669.32
Tesouro IPCA+ com Juros Semestrais;15/08/2008;10/12/2007;6.18;6.20;1708.74;1708.52;1707.90
Tesouro IPCA+ com Juros Semestrais;15/05/2015;10/12/2007;7.46;7.52;1553.27;1548.07;1547.43
Tesouro IPCA+ com Juros Semestrais;15/05/2045;10/12/2007;6.60;6.70;1553.48;1532.50;1531.91
Tesouro IPCA+ com Juros Semestrais;15/05/2035;10/12/2007;6.77;6.87;1532.87;1514.16;1513.57
Tesouro IPCA+ com Juros Semestrais;15/08/2024;10/12/2007;6.98;7.06;1556.54;1544.65;1544.04
Tesouro IPCA+ com Juros Semestrais;15/05/2017;10/12/2007;7.44;7.50;1530.61;1524.48;1523.85
Tesouro IPCA+;15/08/2024;10/12/2007;6.81;6.89;561.45;554.50;554.28
Tesouro IPCA+;15/05/2015;10/12/2007;7.47;7.53;984.30;980.24;979.83
Tesouro IGPM+ com Juros Semestrais;01/01/2031;10/12/2007;6.90;7.00;3252.74;3221.03;3219.51
Tesouro IGPM+ com Juros Semestrais;01/04/2021;10/12/2007;7.13;7.21;1846.65;1834.25;1833.37
Tesouro IGPM+ com Juros Semestrais;01/07/2017;10/12/2007;7.42;7.48;1875.97;1868.56;1867.65
Tesouro IGPM+ com Juros Semestrais;01/03/2011;10/12/2007;7.46;7.50;1962.26;1960.12;1959.16
Tesouro IGPM+ com Juros Semestrais;01/04/2008;10/12/2007;6.03;6.05;2032.31;2032.19;2031.31
Tesouro Prefixado com Juros Semestrais;01/01/2011;10/12/2007;12.69;12.75;980.36;979.02;978.55
Tesouro Prefixado com Juros Semestrais;01/01/2012;10/12/2007;12.70;12.76;964.23;962.56;962.10
Tesouro Prefixado com Juros Semestrais;01/01/2013;10/12/2007;12.84;12.90;945.55;943.61;943.16
Tesouro Prefixado com Juros Semestrais;01/01/2014;10/12/2007;12.89;12.95;930.16;927.99;927.54
Tesouro Prefixado com Juros Semestrais;01/07/2010;10/12/2007;12.61;12.67;991.47;990.30;989.83
Tesouro Prefixado com Juros Semestrais;01/01/2010;10/12/2007;12.42;12.48;1002.59;1001.61;1001.15
Tesouro Prefixado com Juros Semestrais;01/01/2017;10/12/2007;13.02;13.08;892.68;890.01;889.58
Tesouro Prefixado com Juros Semestrais;01/01/2008;10/12/2007;11.15;11.18;1042.66;1042.65;1042.21
Tesouro Selic;07/03/2012;07/12/2007;-0.01;0.03;3295.45;3289.87;3288.48
Tesouro Selic;16/03/2011;07/12/2007;-0.01;0.03;3295.12;3290.84;3289.44
Tesouro Selic;07/03/2013;07/12/2007;-0.01;0.03;3295.77;3288.89;3287.50
Tesouro Selic;18/06/2008;07/12/2007;-0.02;0.00;3294.39;3294.05;3292.66
Tesouro Selic;18/03/2009;07/12/2007;-0.02;0.00;3294.89;3294.05;3292.66
Tesouro Selic;17/03/2010;07/12/2007;-0.01;0.02;3294.79;3292.56;3291.17
Tesouro Prefixado;01/01/2010;07/12/2007;12.47;12.53;785.03;784.17;783.80
Tesouro Prefixado;01/10/2009;07/12/2007;12.40;12.45;809.35;808.70;808.32
Tesouro Prefixado;01/01/2008;07/12/2007;11.13;11.16;993.73;993.72;993.30
Tesouro Prefixado;01/04/2008;07/12/2007;11.25;11.28;968.35;968.28;967.86
Tesouro Prefixado;01/10/2008;07/12/2007;11.58;11.62;915.11;914.85;914.45
Tesouro Prefixado;01/01/2009;07/12/2007;11.74;11.78;888.25;887.91;887.52
Tesouro Prefixado;01/07/2009;07/12/2007;12.17;12.22;836.78;836.20;835.82
Tesouro Prefixado;01/07/2008;07/12/2007;11.37;11.41;942.73;942.54;942.14
Tesouro IPCA+ com Juros Semestrais;15/05/2045;07/12/2007;6.61;6.71;1550.77;1529.84;1528.86
Tesouro IPCA+ com Juros Semestrais;15/08/2024;07/12/2007;7.02;7.10;1549.97;1538.15;1537.14
Tesouro IPCA+ com Juros Semestrais;15/05/2017;07/12/2007;7.48;7.54;1525.89;1519.78;1518.77
Tesouro IPCA+ com Juros Semestrais;15/05/2015;07/12/2007;7.50;7.56;1549.17;1543.98;1542.95
Tesouro IPCA+ com Juros Semestrais;15/08/2012;07/12/2007;7.52;7.56;1614.14;1611.71;1610.63
Tesouro IPCA+ com Juros Semestrais;15/05/2011;07/12/2007;7.52;7.56;1612.90;1611.03;1609.95
Tesouro IPCA+ com Juros Semestrais;15/08/2010;07/12/2007;7.44;7.48;1654.36;1652.85;1651.75
Tesouro IPCA+ com Juros Semestrais;15/05/2009;07/12/2007;6.79;6.81;1668.46;1668.02;1666.96
Tesouro IPCA+ com Juros Semestrais;15/08/2008;07/12/2007;6.29;6.31;1706.94;1706.73;1705.66
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/12/2007;6.80;6.90;1526.63;1508.03;1507.06
Tesouro IPCA+;15/08/2024;07/12/2007;6.85;6.93;557.74;550.85;550.49
Tesouro IPCA+;15/05/2015;07/12/2007;7.51;7.57;981.18;977.13;976.48
Tesouro IGPM+ com Juros Semestrais;01/01/2031;07/12/2007;6.93;7.03;3241.65;3210.09;3207.28
Tesouro IGPM+ com Juros Semestrais;01/04/2021;07/12/2007;7.17;7.25;1839.56;1827.21;1825.59
Tesouro IPCA+ com Juros Semestrais;15/05/2009;15/10/2007;6.91;6.93;1688.66;1688.19;1687.60
Tesouro IPCA+ com Juros Semestrais;15/08/2008;15/10/2007;6.62;6.64;1677.25;1677.00;1676.43
Tesouro IPCA+ com Juros Semestrais;15/05/2035;15/10/2007;6.30;6.40;1650.10;1629.66;1629.12
Tesouro IPCA+ com Juros Semestrais;15/05/2045;15/10/2007;6.21;6.31;1664.39;1641.50;1640.97
Tesouro IPCA+ com Juros Semestrais;15/08/2024;15/10/2007;6.40;6.48;1621.37;1608.50;1607.96
Tesouro IPCA+ com Juros Semestrais;15/05/2017;15/10/2007;6.70;6.76;1632.43;1625.86;1625.30
Tesouro IPCA+ com Juros Semestrais;15/05/2015;15/10/2007;6.71;6.77;1643.59;1638.05;1637.49
Tesouro IPCA+ com Juros Semestrais;15/08/2012;15/10/2007;6.82;6.86;1631.59;1629.02;1628.46
Tesouro IPCA+ com Juros Semestrais;15/05/2011;15/10/2007;6.88;6.92;1666.49;1664.51;1663.92
Tesouro IPCA+;15/08/2024;15/10/2007;6.28;6.36;600.54;593.00;592.81
Tesouro IPCA+;15/05/2015;15/10/2007;6.69;6.75;1022.43;1018.09;1017.74
Tesouro IGPM+ com Juros Semestrais;01/04/2008;15/10/2007;6.11;6.13;1982.46;1982.29;1981.33
Tesouro IGPM+ com Juros Semestrais;01/03/2011;15/10/2007;6.88;6.92;1942.94;1940.71;1939.71
Tesouro IGPM+ com Juros Semestrais;01/07/2017;15/10/2007;6.69;6.75;1919.91;1912.04;1911.07
Tesouro IGPM+ com Juros Semestrais;01/04/2021;15/10/2007;6.50;6.58;1900.06;1886.83;1885.88
Tesouro IGPM+ com Juros Semestrais;01/01/2031;15/10/2007;6.37;6.47;3345.02;3310.85;3309.21
Tesouro Prefixado com Juros Semestrais;01/01/2017;15/10/2007;11.45;11.51;951.43;948.39;947.98
Tesouro Prefixado com Juros Semestrais;01/01/2014;15/10/2007;11.44;11.50;968.95;966.55;966.13
Tesouro Prefixado com Juros Semestrais;01/01/2013;15/10/2007;11.41;11.47;977.40;975.27;974.85
Tesouro Prefixado com Juros Semestrais;01/01/2012;15/10/2007;11.37;11.43;986.20;984.38;983.96
Tesouro Prefixado com Juros Semestrais;01/01/2011;15/10/2007;11.42;11.48;993.17;991.71;991.28
Tesouro Prefixado com Juros Semestrais;01/07/2010;15/10/2007;11.41;11.47;998.80;997.53;997.10
Tesouro Prefixado com Juros Semestrais;01/01/2008;15/10/2007;11.07;11.10;1026.33;1026.27;1025.84
Tesouro Prefixado com Juros Semestrais;01/01/2010;15/10/2007;11.34;11.40;1004.04;1002.97;1002.54
Tesouro Selic;18/06/2008;11/10/2007;-0.01;0.00;3242.04;3241.83;3240.46
Tesouro Selic;18/03/2009;11/10/2007;-0.01;0.01;3242.29;3241.36;3239.99
Tesouro Selic;17/03/2010;11/10/2007;-0.01;0.02;3242.61;3240.27;3238.89
Tesouro Selic;16/03/2011;11/10/2007;-0.01;0.03;3242.93;3238.52;3237.15
Tesouro Selic;07/03/2012;11/10/2007;0.00;0.04;3241.83;3236.15;3234.78
Tesouro Selic;07/03/2013;11/10/2007;-0.01;0.03;3243.57;3236.61;3235.23
Tesouro Prefixado;01/01/2010;11/10/2007;11.31;11.37;789.12;788.18;787.84
Tesouro Prefixado;01/10/2009;11/10/2007;11.33;11.38;810.26;809.54;809.20
Tesouro Prefixado;01/07/2009;11/10/2007;11.31;11.36;833.26;832.62;832.26
Tesouro Prefixado;01/01/2009;11/10/2007;11.26;11.30;878.10;877.72;877.34
Tesouro Prefixado;01/10/2008;11/10/2007;11.18;11.22;903.23;902.92;902.54
Tesouro Prefixado;01/07/2008;11/10/2007;11.14;11.18;928.88;928.65;928.26
Tesouro Prefixado;01/04/2008;11/10/2007;11.11;11.14;953.45;953.34;952.94
Tesouro Prefixado;01/01/2008;11/10/2007;11.07;11.10;978.16;978.10;977.69
Tesouro IPCA+ com Juros Semestrais;15/08/2024;11/10/2007;6.38;6.46;1624.07;1611.17;1610.39
Tesouro IPCA+ com Juros Semestrais;15/05/2017;11/10/2007;6.69;6.75;1632.97;1626.39;1625.60
Tesouro IPCA+ com Juros Semestrais;15/05/2015;11/10/2007;6.71;6.77;1643.03;1637.49;1636.68
Tesouro IPCA+ com Juros Semestrais;15/08/2012;11/10/2007;6.81;6.85;1631.67;1629.10;1628.29
Tesouro IPCA+ com Juros Semestrais;15/05/2011;11/10/2007;6.87;6.91;1666.40;1664.42;1663.59
Tesouro IPCA+ com Juros Semestrais;15/08/2010;11/10/2007;6.89;6.93;1648.49;1646.88;1646.06
